61397, 118, 105.75635
61398, 100, 135.88136
61399, 116, 83.02229
61400, 111, 134.82182
61401, 101, 95.04793
61402, 101, 141.96487
61403, 118, 39.427586
61404, 112, 78.24875
61405, 108, 78.90313
61406, 111, 22.924053
61407, 114, 91.41966
61408, 114, 10.509628
61409, 100, 133.59546
61410, 100, 112.74142
61411, 104, 50.563152
61412, 112, 3.98798
61413, 102, 113.56429
61414, 102, 20.34208
61415, 117, 60.15684
61416, 116, 34.475933
61417, 112, 88.51991
61418, 111, 18.521261
61419, 113, 20.456726
61420, 112, 110.1151
61421, 105, 77.67703
61422, 102, 11.914677
61423, 107, 139.77303
61424, 101, 46.632366
61425, 101, 52.216602
61426, 118, 44.178165
61427, 109, 76.552246
61428, 110, 92.84646
61429, 102, 113.35114
61430, 111, 58.25935
61431, 116, 4.453558
61432, 104, 11.728102
61433, 114, 20.050568
61434, 119, 102.3707
61435, 105, 135.797
61436, 113, 63.059734
61437, 118, 95.74839
61438, 115, 99.506744
61439, 109, 25.475407
61440, 113, 101.99644
61441, 102, 83.407394
61442, 117, 69.54512
61443, 103, 52.339382
61444, 104, 50.240128
61445, 103, 14.485682
61446, 116, 105.97011
61447, 112, 19.73158
61448, 100, 61.0121
61449, 106, 21.86814
61450, 101, 21.855318
61451, 103, 118.08658
61452, 102, 115.630516
61453, 113, 10.529664
61454, 112, 49.284893
61455, 119, 36.20407
61456, 112, 5.8955135
61457, 113, 107.663414
61458, 101, 127.685394
61459, 100, 108.70195
61460, 118, 81.13423
61461, 119, 105.274895
61462, 113, 140.15884
61463, 115, 6.503767
61464, 109, 37.729427
61465, 112, 116.55834
61466, 117, 42.563545
61467, 114, 57.172222
61468, 115, 83.68369
61469, 114, 88.701164
61470, 116, 60.65424
61471, 118, 111.60678
61472, 111, 81.91377
61473, 118, 2.772224
61474, 117, 22.831348
61475, 100, 114.757706
61476, 108, 40.93429
61477, 114, 97.07751
61478, 100, 1.4727741
61479, 109, 56.069736
61480, 113, 61.069008
61481, 112, 142.66785
61482, 113, 1.756078
61483, 100, 41.068787
61484, 104, 39.3994
61485, 110, 90.82651
61486, 102, 39.3956
61487, 102, 116.739105
61488, 100, 30.212788
61489, 110, 72.549194
61490, 119, 13.540676
61491, 113, 115.812874
61492, 117, 117.42227
61493, 109, 74.46052
61494, 101, 49.79496
61495, 117, 126.405815
61496, 104, 22.905619
61497, 110, 65.58301
61498, 103, 130.50154
61499, 107, 64.144165
61500, 110, 36.990746
61501, 102, 108.22089
61502, 103, 4.4326634
61503, 114, 78.81222
61504, 114, 105.49176
61505, 114, 55.429234
61506, 113, 106.39744
61507, 117, 79.61703
61508, 117, 47.37725
61509, 109, 51.214027
61510, 101, 117.196304
61511, 117, 53.451107
61512, 106, 89.20926
61513, 105, 143.66019
61514, 108, 105.60852
61515, 117, 33.017437
61516, 103, 85.4409
61517, 101, 87.85489
61518, 101, 87.140144
61519, 110, 7.019815
61520, 113, 120.21097
61521, 100, 140.04878
61522, 112, 53.23122
61523, 108, 126.927734
61524, 117, 132.6419
61525, 108, 92.62603
61526, 113, 92.68211
61527, 115, 99.921165
61528, 105, 75.907555
61529, 119, 114.142265
61530, 111, 15.36769
61531, 107, 93.13946
61532, 109, 101.043236
61533, 103, 42.51068
61534, 114, 26.562925
61535, 108, 127.4106
61536, 110, 148.5688
61537, 101, 13.67248
61538, 103, 30.958164
61539, 110, 66.31707
61540, 112, 30.711258
61541, 117, 55.6862
61542, 114, 123.798035
61543, 105, 38.645508
61544, 115, 43.96111
61545, 109, 68.34072
61546, 105, 122.0783
61547, 112, 12.78483
61548, 113, 38.80569
61549, 113, 100.000404
61550, 100, 26.427788
61551, 103, 78.08059
61552, 110, 78.393364
61553, 118, 113.15919
61554, 106, 76.49079
61555, 109, 23.91083
61556, 108, 1.6636133
61557, 111, 8.189723
61558, 109, 109.09893
61559, 108, 147.56436
61560, 109, 117.882065
61561, 115, 144.08054
61562, 111, 149.9212
61563, 105, 108.09499
61564, 107, 94.15803
61565, 106, 7.4099154
61566, 116, 113.937065
61567, 105, 102.05857
61568, 113, 39.37794
61569, 102, 62.500423
61570, 117, 54.02004
61571, 115, 68.88354
61572, 114, 68.75081
61573, 114, 89.74149
61574, 104, 130.64827
61575, 117, 52.064198
61576, 109, 45.906918
61577, 103, 92.768974
61578, 115, 26.246363
61579, 118, 132.01668
61580, 106, 115.018814
61581, 119, 137.84262
61582, 113, 76.413956
61583, 108, 56.71101
61584, 115, 72.63359
61585, 113, 93.51712
61586, 111, 128.28738
61587, 116, 81.50222
61588, 108, 84.5423
61589, 116, 57.007713
61590, 105, 33.274315
61591, 110, 128.33693
61592, 110, 51.243683
61593, 102, 47.540535
61594, 117, 96.9365
61595, 100, 6.5404596
61596, 115, 67.12629
61597, 118, 1.1581957
61598, 113, 117.07422
61599, 119, 55.552177
61600, 101, 80.52743
61601, 118, 65.20977
61602, 117, 74.84541
61603, 102, 9.6988945
61604, 110, 85.00765
61605, 100, 55.29575
61606, 116, 24.941736
61607, 106, 96.989815
61608, 111, 90.95016
61609, 108, 59.732964
61610, 116, 133.11847
61611, 108, 105.02385
61612, 102, 88.82342
61613, 105, 32.250275
61614, 112, 112.046814
61615, 104, 12.091864
61616, 108, 119.01259
61617, 103, 115.27084
61618, 106, 84.072205
61619, 101, 138.60857
61620, 110, 86.40672
61621, 104, 81.37518
61622, 103, 10.482144
